protein	rep	Iden	cluster	Phylum	Class	Order	Family	Genus	Species	newPhylum	RefID	diff_zscore
DHFR,folA	GUT_GENOME259849_00271	30.69	GUT_GENOME259849_00271, GUT_GENOME272566_01274, ZeeviD_2015__PNP_Main_273__bin.6|gene_id_1353, GUT_GENOME195840_01512, GUT_GENOME124631_00641, GUT_GENOME254000_00610, ZeeviD_2015__PNP_Main_329__bin.18|gene_id_109, SchirmerM_2016__G89187__bin.20|gene_id_971, GUT_GENOME264670_00222, GUT_GENOME179840_01529, GUT_GENOME093646_00673, GUT_GENOME234747_01902, GUT_GENOME049620_00698, GUT_GENOME263846_00075, GUT_GENOME128621_00531, GUT_GENOME259612_00321, SchirmerM_2016__G89141__bin.24|gene_id_216, GUT_GENOME246321_00686, QinJ_2012__T2D-029__bin.38|gene_id_1287, LiJ_2014__O2.CD1-0-PT__bin.45|gene_id_143, GUT_GENOME258848_01695, GUT_GENOME196193_01199, GUT_GENOME195910_00853, GUT_GENOME033839_01654, GUT_GENOME001432_00834, SchirmerM_2016__G89260__bin.16|gene_id_820, ZeeviD_2015__PNP_Main_372__bin.40|gene_id_656, GUT_GENOME060023_01585, GUT_GENOME227600_00554, GUT_GENOME064269_00174, KarlssonFH_2013__S552__bin.28|gene_id_259, GUT_GENOME227574_01993, GUT_GENOME215898_00935, gene_id_2568167, YuJ_2015__SZAXPI003419-6__bin.29|gene_id_1049, GUT_GENOME207056_01097, ZellerG_2014__CCIS44743950ST-4-0__bin.54|gene_id_520, GUT_GENOME247211_00425, GUT_GENOME239781_00098, ZellerG_2014__CCIS41692898ST-4-0__bin.48|gene_id_1866, GUT_GENOME006618_00855, CM_madagascar__A07_01_1FE__bin.42|gene_id_1046, GUT_GENOME104146_00518, GUT_GENOME174855_00939, GUT_GENOME090571_01677, GUT_GENOME196774_00363, GUT_GENOME084378_00429, GUT_GENOME137467_01513, GUT_GENOME126693_00798, GUT_GENOME245976_00483, GUT_GENOME032757_01246, GUT_GENOME215855_01622, GUT_GENOME246479_00039, GUT_GENOME148915_01058, GUT_GENOME004970_01233, GUT_GENOME275465_00135, GUT_GENOME257574_01608, HeQ_2017__RSZAXPI003079-113__bin.35|gene_id_1122, GUT_GENOME269614_01312, GUT_GENOME004335_00414, GUT_GENOME196068_00932, GUT_GENOME018161_00952, GUT_GENOME268639_01100, GUT_GENOME087542_00127, GUT_GENOME194232_00278, GUT_GENOME092106_01738, HanniganGD_2017__MG100184__bin.3|gene_id_340, GUT_GENOME183261_01165, CosteaPI_2017__SID713A076-11-0-0__bin.25|gene_id_1201, GUT_GENOME116144_01210, GUT_GENOME160374_00725, GUT_GENOME049730_00650, ZellerG_2014__CCMD86114146ST-21-0__bin.44|gene_id_1532, GeversD_2014__SKBSTL028__bin.12|gene_id_1237, GUT_GENOME102793_00972, SchirmerM_2016__G88755__bin.12|gene_id_328, GUT_GENOME032415_01039, GUT_GENOME023942_01186, SchirmerM_2016__G88731__bin.19|gene_id_698, GUT_GENOME129724_01041, GUT_GENOME206546_01032, GUT_GENOME199014_01252, GUT_GENOME023976_01208, QinJ_2012__CON-098__bin.17|gene_id_777, BackhedF_2015__SID181_4M__bin.2|gene_id_543, GUT_GENOME136928_00645, LiJ_2017__H1M513819__bin.26|gene_id_456, GUT_GENOME035907_01508, GUT_GENOME196097_01416, GUT_GENOME092886_01171, GUT_GENOME110805_00810, HeQ_2017__SZAXPI029596-142__bin.54|gene_id_441, GUT_GENOME126939_01223, GUT_GENOME092330_00932, GUT_GENOME019343_01435, VogtmannE_2016__MMRS67096717ST-27-0-0__bin.37|gene_id_949, YuJ_2015__SZAXPI015218-16__bin.21|gene_id_1569, GUT_GENOME280428_01263, GUT_GENOME023192_00777, GUT_GENOME196501_01448, GUT_GENOME124160_01584, GUT_GENOME125603_01304, LiJ_2014__MH0238__bin.40|gene_id_1318, VogtmannE_2016__MMRS62192467ST-27-0-0__bin.3|gene_id_1550, GUT_GENOME000396_00067, GUT_GENOME270662_00719, GUT_GENOME272559_01662, GUT_GENOME091632_00641, GUT_GENOME043156_01346, GUT_GENOME121481_00604, GUT_GENOME084234_00802, GUT_GENOME190202_00304, GUT_GENOME161956_01150, SchirmerM_2016__G89081__bin.12|gene_id_207, NielsenHB_2014__V1_UC32_0__bin.54|gene_id_922, GUT_GENOME194012_00420, BritoIL_2016__WL.32.ST__bin.65|gene_id_1143, GUT_GENOME081696_01484, GUT_GENOME125744_00909, XieH_2016__YSZC12003_35519__bin.75|gene_id_289, LeChatelierE_2013__MH0191__bin.18|gene_id_938, GUT_GENOME285485_01325, GUT_GENOME083570_01425, GUT_GENOME158553_00741, GUT_GENOME044240_01475, GUT_GENOME027928_00475, GUT_GENOME179190_01089, GUT_GENOME097662_00570, GUT_GENOME164337_01312, GUT_GENOME001223_00927, YuJ_2015__SZAXPI015228-14__bin.50|gene_id_419, GUT_GENOME000243_00717, GUT_GENOME196479_01404, GUT_GENOME018344_01797, GUT_GENOME243060_01383, XieH_2016__YSZC12003_36058__bin.67|gene_id_735, GUT_GENOME000871_01777, GUT_GENOME265265_01377, GUT_GENOME192690_00515, GUT_GENOME016556_01003, GUT_GENOME179927_01004, GUT_GENOME262313_01567, GUT_GENOME175115_00679, HMP_2012__SRS017521__bin.56|gene_id_1002, GUT_GENOME219168_02017, GUT_GENOME239674_00527, GUT_GENOME161213_01325, GUT_GENOME161027_01670, YuJ_2015__SZAXPI003411-6__bin.60|gene_id_69, BritoIL_2016__M1.8.ST__bin.7|gene_id_177, GUT_GENOME284629_01000, GUT_GENOME245773_00193, GUT_GENOME088921_01374, GUT_GENOME248856_00735, GUT_GENOME164155_00402, GUT_GENOME082101_00773, GUT_GENOME060447_00047, GUT_GENOME003134_00907, GUT_GENOME139424_00939, GUT_GENOME250693_00527, FengQ_2015__SID532749__bin.2|gene_id_894, LiJ_2014__V1.CD6-0-PN__bin.46|gene_id_1823, IjazUZ_2017__S33_a_WGS__bin.13|gene_id_294, GUT_GENOME250360_01197, GUT_GENOME075185_01445, GUT_GENOME169923_00665, GUT_GENOME123467_00311, GUT_GENOME258001_01548, GUT_GENOME162735_01297, GUT_GENOME282223_00730, GUT_GENOME124265_01041, GUT_GENOME097394_01189, GUT_GENOME043953_01175, GUT_GENOME001122_00184, GUT_GENOME119949_00905, GUT_GENOME001026_00444, GUT_GENOME160895_00516, GUT_GENOME081169_01341, ZellerG_2014__CCIS22958137ST-20-0__bin.4|gene_id_1034, GUT_GENOME001653_01859, HanniganGD_2017__MG100155__bin.4|gene_id_1306, GUT_GENOME218153_01256, GUT_GENOME271118_00918, GUT_GENOME147602_00474, LomanNJ_2013__OBK2752__bin.14|gene_id_647, GUT_GENOME079106_00323, GUT_GENOME161819_00893, GUT_GENOME244966_01295, SchirmerM_2016__G89148__bin.2|gene_id_779, GUT_GENOME218782_00136, GUT_GENOME269802_01584, LiuW_2016__SRR3993002__bin.32|gene_id_391, GUT_GENOME001749_00691, GUT_GENOME218730_00117, SchirmerM_2016__G89042__bin.6|gene_id_116, ZeeviD_2015__PNP_Main_399__bin.34|gene_id_1176, GUT_GENOME163220_01189, GUT_GENOME199111_01310, GUT_GENOME038182_01167, GUT_GENOME174952_01022, GUT_GENOME105317_01552, GUT_GENOME276996_00177, GUT_GENOME062400_00950, LeChatelierE_2013__MH0197__bin.47|gene_id_1257, GUT_GENOME163846_00992, GUT_GENOME130768_01064, GUT_GENOME029840_01218, GUT_GENOME097354_00256, GUT_GENOME021430_01247, GUT_GENOME104300_00550, GUT_GENOME246020_01338, GUT_GENOME128641_00373, LiJ_2014__O2.UC44-1__bin.26|gene_id_1342, GUT_GENOME000484_01972, GUT_GENOME196000_01366, GUT_GENOME130403_01367, GUT_GENOME258198_01728, GUT_GENOME179941_01440, GUT_GENOME005165_00866, CM_madagascar__V53_02_1FE__bin.10|gene_id_1181, GUT_GENOME231309_00584, GUT_GENOME048115_01690, GUT_GENOME246361_00411, GeversD_2014__SKBSTL013__bin.1|gene_id_1419, GUT_GENOME199255_01047, GUT_GENOME104756_01698, GUT_GENOME211769_01369, GUT_GENOME249851_00643, GUT_GENOME197471_00752, GUT_GENOME085056_01066, GUT_GENOME196799_00365, GUT_GENOME085247_00717, SchirmerM_2016__G88721__bin.2|gene_id_786, GUT_GENOME001800_00012, GUT_GENOME163017_01551, LeChatelierE_2013__MH0199__bin.4|gene_id_547, GUT_GENOME020249_00551, GUT_GENOME284703_00921, GUT_GENOME017525_01677, BritoIL_2016__W2.68.ST__bin.16|gene_id_1109, GUT_GENOME248004_00648, GUT_GENOME162597_00538, GUT_GENOME211792_00879, GUT_GENOME273156_00972, GUT_GENOME129089_01624, GUT_GENOME083463_00043, GUT_GENOME084084_01693, GUT_GENOME161802_01716, GUT_GENOME149712_01139, GUT_GENOME119190_01337, GUT_GENOME207461_01041, CosteaPI_2017__SID713A014-11-90-0__bin.55|gene_id_836, GUT_GENOME201992_01082, SchirmerM_2016__G88790__bin.10|gene_id_743, CosteaPI_2017__donald2-11-30-0__bin.6|gene_id_532, GUT_GENOME080309_00401, FengQ_2015__SID530890__bin.84|gene_id_622, GUT_GENOME210610_01838, GUT_GENOME037311_01372, GUT_GENOME035792_01860, GUT_GENOME280299_01830, GUT_GENOME218819_00724, GUT_GENOME046831_00771, GUT_GENOME122166_01262, KarlssonFH_2013__S458__bin.54|gene_id_175, GUT_GENOME279899_01328, FerrettiP_2018__CA_C10039MS2670FE_t0M16__bin.3|gene_id_832, GUT_GENOME035196_01190, GUT_GENOME059153_00494, GUT_GENOME196923_00557, GUT_GENOME105597_01246, GUT_GENOME269020_00663, GUT_GENOME001678_00450, GUT_GENOME268069_00451, GUT_GENOME201215_00329, GUT_GENOME008832_01167, GUT_GENOME001681_00826, CosteaPI_2017__SID713B055-11-0-0__bin.68|gene_id_1051, LiuW_2016__SRR3993035__bin.114|gene_id_688, GUT_GENOME126127_01832, GUT_GENOME097626_01187, GUT_GENOME254539_00667, GUT_GENOME031916_01176, GUT_GENOME100884_01435, LiJ_2017__H3M515910__bin.27|gene_id_1687, NielsenHB_2014__O2_UC21_2__bin.54|gene_id_1721, HanniganGD_2017__MG100189__bin.1|gene_id_1348, SchirmerM_2016__G88971__bin.16|gene_id_940, GUT_GENOME109545_00409, GUT_GENOME049949_00871, SchirmerM_2016__G89013__bin.24|gene_id_874, YuJ_2015__SZAXPI003415-12__bin.23|gene_id_468, GUT_GENOME162823_01119, GUT_GENOME244234_00460, GUT_GENOME225044_00303, GUT_GENOME175045_01265, LiJ_2017__nHM612836__bin.1|gene_id_1351, GUT_GENOME096937_01095, GUT_GENOME175423_00357, GUT_GENOME197982_00855, GUT_GENOME210502_01336, GUT_GENOME218039_00564, XieH_2016__YSZC12003_37205__bin.67|gene_id_27, GUT_GENOME094102_00414, GUT_GENOME096454_01472, ChengpingW_2017__AS15raw__bin.23|gene_id_1833, GUT_GENOME284123_01253, GUT_GENOME246554_00388, GUT_GENOME253241_01254, GUT_GENOME005862_01314, GUT_GENOME273847_01466, GUT_GENOME137833_01498, GUT_GENOME024536_00917, GUT_GENOME096128_01853, LoombaR_2017__SID5208_byt__bin.31|gene_id_1168, GUT_GENOME282678_00598, GUT_GENOME088178_01297, GUT_GENOME027665_00286, GUT_GENOME180017_00907, LomanNJ_2013__OBK2849__bin.4|gene_id_192, GUT_GENOME253808_01349, KarlssonFH_2013__S144__bin.48|gene_id_1041, GUT_GENOME090402_00059, GUT_GENOME256235_00884, GUT_GENOME201873_00598, GUT_GENOME210004_00962, BackhedF_2015__SID546_12M__bin.20|gene_id_648, GUT_GENOME206946_00651, GUT_GENOME215548_01742, GUT_GENOME175146_00505, GUT_GENOME162087_00849, GUT_GENOME171593_00949, GUT_GENOME267498_01273, GUT_GENOME080486_00430, GUT_GENOME175534_00955, GUT_GENOME175166_00053, GUT_GENOME187127_01139, GUT_GENOME001419_00311, GUT_GENOME005475_00253, GUT_GENOME180088_00794, GUT_GENOME026269_00841, SchirmerM_2016__G88802__bin.8|gene_id_619, GUT_GENOME196563_00847, GUT_GENOME127360_01338, GUT_GENOME047932_01444, GUT_GENOME179954_00953, GUT_GENOME196449_01583, GUT_GENOME202528_01192, GUT_GENOME202152_00566, NielsenHB_2014__V1_UC55_4__bin.62|gene_id_1073, GUT_GENOME256101_00717, GUT_GENOME119616_01106, GUT_GENOME099453_01499, GUT_GENOME257420_00755, GUT_GENOME121405_00083, GUT_GENOME053393_01287, GUT_GENOME197867_01032, NielsenHB_2014__V1_CD36_0__bin.10|gene_id_775, GUT_GENOME273451_01550, ZeeviD_2015__PNP_Main_364__bin.13|gene_id_1622, GUT_GENOME270248_01210, GUT_GENOME271377_00638, GUT_GENOME103909_01090, GUT_GENOME125009_01188, GUT_GENOME270820_00110, GUT_GENOME000984_00144, GUT_GENOME120636_01692, GUT_GENOME091116_00098, GUT_GENOME185633_00735, GUT_GENOME040261_01114, GUT_GENOME161955_01300, GUT_GENOME083985_00948, GUT_GENOME250934_01421, GUT_GENOME097476_01017, GUT_GENOME163441_00960, GUT_GENOME084181_00371, KarlssonFH_2013__S389__bin.1|gene_id_1108, RaymondF_2016__P21E0__bin.48|gene_id_720, GUT_GENOME001245_00101, GUT_GENOME084630_00372, SchirmerM_2016__G89126__bin.3|gene_id_1029, GUT_GENOME017813_00905, GUT_GENOME114922_01070, HanniganGD_2017__MG100152__bin.4|gene_id_505, GUT_GENOME035519_00228, GUT_GENOME096744_01272, GUT_GENOME188619_01266, GUT_GENOME163684_00152, GUT_GENOME163751_00664, GUT_GENOME161997_01011, GUT_GENOME058365_01299, ZellerG_2014__CCIS95097901ST-4-0__bin.14|gene_id_1278, GUT_GENOME251472_00303, GUT_GENOME270927_00868, GUT_GENOME270175_00082, GUT_GENOME093565_01276, GUT_GENOME189954_00125, GUT_GENOME005565_01695, GUT_GENOME028003_01545, ZeeviD_2015__PNP_Main_340__bin.43|gene_id_577, LiJ_2014__V1.CD43-0__bin.19|gene_id_386, GUT_GENOME239761_00950, GUT_GENOME272267_01491, GUT_GENOME042573_01021, GUT_GENOME255264_00303, GUT_GENOME065576_00671, NielsenHB_2014__V1_UC17_2__bin.39|gene_id_1547, GUT_GENOME175069_01178, GUT_GENOME014765_01131, GUT_GENOME033705_01676, GUT_GENOME037249_01432, SchirmerM_2016__G89129__bin.15|gene_id_1196, LiSS_2016__FAT_023-22-2-0__bin.6|gene_id_887, GUT_GENOME213516_01691, GUT_GENOME239745_01385, BackhedF_2015__SID560_M__bin.39|gene_id_946, GUT_GENOME119981_00941, VatanenT_2016__G69163__bin.6|gene_id_1109, GUT_GENOME027582_01187, GUT_GENOME160029_00626, HanniganGD_2017__MG100133__bin.7|gene_id_1135, GUT_GENOME175234_00587, GUT_GENOME161899_01411, NielsenHB_2014__V1_CD19_0__bin.61|gene_id_540, GUT_GENOME195950_01259, GUT_GENOME246407_01700, GUT_GENOME165031_00007, ZeeviD_2015__PNP_DietIntervention_31__bin.20|gene_id_859, GUT_GENOME126312_00146, GUT_GENOME195439_01034, GUT_GENOME161911_01491, GUT_GENOME213415_00130, GUT_GENOME175216_00169, SchirmerM_2016__G88744__bin.5|gene_id_484, GUT_GENOME089665_00793, XieH_2016__YSZC12003_35992__bin.74|gene_id_274, GUT_GENOME276198_01520, GUT_GENOME001769_01517, GUT_GENOME086641_01512, GUT_GENOME086831_01353, GUT_GENOME106132_00709, GUT_GENOME136010_01004, VogtmannE_2016__MMRS61683006ST-27-0-0__bin.30|gene_id_466, ZeeviD_2015__PNP_Main_12__bin.32|gene_id_960, GUT_GENOME197156_01466, GUT_GENOME060258_00405, GUT_GENOME276156_00864, GUT_GENOME282720_00562, GUT_GENOME239699_00666, GUT_GENOME100308_00727, GUT_GENOME257001_01069, GUT_GENOME179909_00403, GUT_GENOME162261_00826, GUT_GENOME252799_01318, IjazUZ_2017__S6_a_WGS__bin.21|gene_id_1062, GUT_GENOME181927_01034, GUT_GENOME254299_00701, GUT_GENOME239815_00150, GUT_GENOME066317_00816, GUT_GENOME200540_01208, BackhedF_2015__SID53_12M__bin.26|gene_id_243, GUT_GENOME260230_00570, GUT_GENOME093261_01583, SchirmerM_2016__G88885__bin.7|gene_id_1497, GUT_GENOME255584_00090, GUT_GENOME175312_01169, GUT_GENOME027572_01630, GUT_GENOME196669_01208, GUT_GENOME175384_00466, GUT_GENOME185774_01696, GUT_GENOME261485_00862, SchirmerM_2016__G89275__bin.2|gene_id_394, GUT_GENOME097660_01097, NielsenHB_2014__V1_CD16_0__bin.43|gene_id_641, GUT_GENOME270284_01483, GUT_GENOME174301_01396, GUT_GENOME000764_00108, LiJ_2014__V1.CD1-3-PN__bin.42|gene_id_915, GUT_GENOME263475_00179, GUT_GENOME105006_00988, GUT_GENOME266284_00289, SchirmerM_2016__G88797__bin.23|gene_id_953, GUT_GENOME206604_01491, ChengpingW_2017__AS38raw__bin.16|gene_id_688, GUT_GENOME247544_01495, GUT_GENOME127803_00441, GUT_GENOME079004_00004, GUT_GENOME006201_01377, GUT_GENOME018175_00151, GUT_GENOME081368_01394, LoombaR_2017__SID1052_baz__bin.10|gene_id_1090, GUT_GENOME125783_01516, GUT_GENOME218496_01844, ZeeviD_2015__PNP_Main_166__bin.22|gene_id_772, GUT_GENOME265746_01201, GUT_GENOME269364_00851, GUT_GENOME042491_01685, ChengpingW_2017__AS81raw__bin.21|gene_id_1253, GUT_GENOME000054_00942, GUT_GENOME278952_01565, GUT_GENOME025412_00422, GUT_GENOME019818_00375, GUT_GENOME244100_00019, GUT_GENOME205635_00683, GUT_GENOME197012_01680, GUT_GENOME064466_01560, GUT_GENOME136883_00285, GUT_GENOME158521_00687, GUT_GENOME267492_01301, GUT_GENOME258728_01085, GUT_GENOME283633_00524, GUT_GENOME284344_01630, GUT_GENOME085076_00951, GUT_GENOME104044_01046, VincentC_2016__MM094.2__bin.1|gene_id_450, LiJ_2017__H1M512840__bin.52|gene_id_1009, GUT_GENOME227824_00030, ZeeviD_2015__PNP_Main_270__bin.20|gene_id_880, BritoIL_2016__M2.45.ST__bin.45|gene_id_863, GUT_GENOME285195_00849, GUT_GENOME037977_01232, GUT_GENOME019319_01190, GUT_GENOME031806_01683, ZeeviD_2015__PNP_Main_357__bin.29|gene_id_1147, GUT_GENOME062469_01536, GUT_GENOME140304_00887, GUT_GENOME045330_00723, GUT_GENOME151535_00976, GUT_GENOME031710_01337, RaymondF_2016__P20E90__bin.21|gene_id_672, GUT_GENOME196106_01457, SchirmerM_2016__G88704__bin.17|gene_id_1071, GUT_GENOME035389_01406, GUT_GENOME205824_01593, GUT_GENOME175097_00136, GUT_GENOME266986_00245, HMP_2012__SRS047014__bin.35|gene_id_1158, GUT_GENOME254947_00504, ZeeviD_2015__PNP_Main_352__bin.24|gene_id_1146, GUT_GENOME001400_00705, GUT_GENOME282877_01032, GUT_GENOME159033_00784, LiJ_2014__V1.CD20-0__bin.3|gene_id_925, GUT_GENOME225966_00091, GUT_GENOME239721_00776, GUT_GENOME270676_01372, GUT_GENOME084946_00132, HMP_2012__SRS043411__bin.34|gene_id_71, YuJ_2015__SZAXPI015264-87__bin.40|gene_id_168, GUT_GENOME208943_00907, GUT_GENOME245868_00570, GUT_GENOME106820_01077, GUT_GENOME006415_00851, GUT_GENOME037885_01191, BackhedF_2015__SID1_4M__bin.16|gene_id_162, VogtmannE_2016__MMRS68630931ST-27-0-0__bin.23|gene_id_1689, GUT_GENOME097622_00334, GUT_GENOME002826_00552, GUT_GENOME266866_01531, ChengpingW_2017__AS127raw__bin.45|gene_id_1331, GUT_GENOME196256_01619, GUT_GENOME082924_01683, GUT_GENOME267277_00360, GUT_GENOME246297_00895, VogtmannE_2016__MMRS32573774ST-27-0-0__bin.62|gene_id_1463, GUT_GENOME189446_00233, GUT_GENOME240703_00429, LiJ_2014__V1.FI20__bin.4|gene_id_1074, GUT_GENOME002690_00959, GUT_GENOME196654_00738, FengQ_2015__SID31714__bin.43|gene_id_894, GUT_GENOME122330_00033	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens_F	Actinobacteria	refID129947	0.96090114185152
DHFR,folA	YuJ_2015__SZAXPI003415-12__bin.34|gene_id_1936	31.35	YuJ_2015__SZAXPI003415-12__bin.34|gene_id_1936, GUT_GENOME261579_01889	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp An249	Firmicutes	refID131631	-0.320300380617173
DHFR,folA	XieH_2016__YSZC12003_37210__bin.57|gene_id_1746	31.49	XieH_2016__YSZC12003_37210__bin.57|gene_id_1746, GUT_GENOME186087_02204	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae	Eubacterium sp	Firmicutes	refID171943	0.0160150190308586
DHFR,folA	LeChatelierE_2013__MH0448__bin.22|gene_id_1199	31.13	LeChatelierE_2013__MH0448__bin.22|gene_id_1199, GUT_GENOME139932_00124	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium coprostanoligenes	Firmicutes	refID179418	1.3372540890767
DHFR,folA	XieH_2016__YSZC12003_37138__bin.62|gene_id_1338	34.57	XieH_2016__YSZC12003_37138__bin.62|gene_id_1338, GUT_GENOME257014_01307	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus pullicaecorum	Firmicutes	refID182216	-0.0640600761234347
DHFR,folA	NielsenHB_2014__V1_UC50_1__bin.41|gene_id_340	31.91	NielsenHB_2014__V1_UC50_1__bin.41|gene_id_340, GUT_GENOME138463_00325	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp An271	Actinobacteria	refID197003	1.2011264273144
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.71|gene_id_934	30.16	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.71|gene_id_934, GUT_GENOME009480_00972	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp 58 9 plus	Bacteroidetes	refID197012	0.35233041867889
DHFR,folA	ZeeviD_2015__PNP_Main_593__bin.25|gene_id_1715	37.41	ZeeviD_2015__PNP_Main_593__bin.25|gene_id_1715, GUT_GENOME276430_01688	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus sp	Firmicutes	refID210479	-0.128120152246869
DHFR,folA	LiJ_2014__O2.UC47-1__bin.33|gene_id_1256	30.05	LiJ_2014__O2.UC47-1__bin.33|gene_id_1256, GUT_GENOME222400_00697	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus sp	Firmicutes	refID226201	-0.104097623700581
DHFR,folA	ZeeviD_2015__PNP_Main_277__bin.38|gene_id_36	32.97	ZeeviD_2015__PNP_Main_277__bin.38|gene_id_36, BackhedF_2015__SID184_M__bin.12|gene_id_131, GUT_GENOME147149_02007, gene_id_2960046, GUT_GENOME000250_00211, GUT_GENOME000113_02238, GUT_GENOME079230_01655, BritoIL_2016__M2.3.ST__bin.71|gene_id_1649, GUT_GENOME269664_00041, XieH_2016__YSZC12003_36116__bin.14|gene_id_614	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae bacterium 2 1 46FAA	Firmicutes	refID236822	0.376352947225178
DHFR,folA	GUT_GENOME095983_00179	31.02	gene_id_3108958, Bengtsson-PalmeJ_2015__TRAVELRES60__bin.86|gene_id_83, GUT_GENOME095983_00179	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena lactaris	Firmicutes	refID237037	0.624585742203488
DHFR,folA	LoombaR_2017__SID1048_bav__bin.9|gene_id_832	31.38	GUT_GENOME199169_01209, LoombaR_2017__SID1048_bav__bin.9|gene_id_832, gene_id_2687760, BackhedF_2015__SID70_4M__bin.5|gene_id_475, GUT_GENOME096210_01130	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus gnavus CAG 126	Firmicutes	refID275109	-0.216202756916592
DHFR,folA	LiuW_2016__SRR3993035__bin.90|gene_id_1872	31.15	LiuW_2016__SRR3993035__bin.90|gene_id_1872, GUT_GENOME129025_01821	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp	Firmicutes	refID283649	0.0640600761234345
DHFR,folA	CM_madagascar__A89_01_1FE__bin.13|gene_id_1397	34.9	CM_madagascar__A89_01_1FE__bin.13|gene_id_1397, GUT_GENOME071810_01578	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp 885	Bacteroidetes	refID296398	0.312292871101744
DHFR,folA	GUT_GENOME195667_01493	34.43	GUT_GENOME195667_01493, HeQ_2017__RSZAXPI003093-124__bin.12|gene_id_1617, GUT_GENOME095941_01287, GUT_GENOME230476_01551, AsnicarF_2017__MV_FEI5_t2Q14__bin.2|gene_id_234, gene_id_6907333, LiJ_2014__DLM006-IE__bin.17|gene_id_1663	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	Parasutterella sp000980495	Proteobacteria	refID309621	-0.192180228370304
DHFR,folA	LiJ_2017__H1M513816__bin.47|gene_id_2298	34.81	LiJ_2017__H1M513816__bin.47|gene_id_2298, GUT_GENOME140082_00359	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	Firmicutes	refID320331	-0.00800750951542933
